tmsp,country,amount,success,PSP,3D_secured,card,success_txnFee,failure_txnFee,noOfAttempts,Month,Day,Hour,Weekday
2019-01-11 16:30:33,2,256,0,3,0,1,3,1.0,3,1,11,16,0
2019-01-11 16:30:59,2,256,0,3,0,1,3,1.0,4,1,11,16,0
2019-01-11 16:31:55,2,256,0,2,0,1,1,0.5,5,1,11,16,0
2019-01-11 16:35:37,1,129,0,3,1,1,3,1.0,1,1,11,16,0
2019-01-11 16:35:45,1,129,0,2,1,1,1,0.5,2,1,11,16,0
2019-01-11 16:36:10,1,129,0,2,1,1,1,0.5,3,1,11,16,0
2019-01-11 16:38:27,1,50,0,1,0,1,5,2.0,1,1,11,16,0
2019-01-11 16:39:16,1,50,1,3,0,1,3,1.0,2,1,11,16,0
2019-01-11 16:41:39,0,175,0,2,1,1,1,0.5,1,1,11,16,0
2019-01-11 16:45:13,1,78,0,1,0,1,5,2.0,1,1,11,16,0
2019-01-11 16:45:57,1,78,0,3,0,1,3,1.0,2,1,11,16,0
2019-01-11 16:46:09,1,78,0,3,0,1,3,1.0,3,1,11,16,0
2019-01-11 16:47:06,1,78,0,3,0,1,3,1.0,4,1,11,16,0
2019-01-11 16:47:27,1,78,1,1,0,1,5,2.0,5,1,11,16,0
2019-01-11 16:51:28,1,356,0,3,0,2,3,1.0,1,1,11,16,0
2019-01-11 16:51:33,1,356,0,2,0,2,1,0.5,2,1,11,16,0
2019-01-11 16:52:13,1,356,0,3,0,2,3,1.0,3,1,11,16,0
2019-01-11 16:56:02,1,319,0,1,0,1,5,2.0,1,1,11,16,0
2019-01-11 16:57:45,1,362,1,3,1,1,3,1.0,1,1,11,16,0
2019-01-11 16:58:47,1,300,1,2,0,2,1,0.5,1,1,11,16,0
2019-01-11 17:01:09,1,157,0,3,0,1,3,1.0,1,1,11,17,0
2019-01-11 17:01:19,1,157,0,2,0,1,1,0.5,2,1,11,17,0
2019-01-11 17:03:38,1,124,1,3,0,1,3,1.0,1,1,11,17,0
2019-01-11 17:06:51,1,294,0,1,0,0,5,2.0,1,1,11,17,0
2019-01-11 17:07:37,1,294,0,1,0,0,5,2.0,2,1,11,17,0
2019-01-11 17:09:15,1,448,0,3,0,0,3,1.0,1,1,11,17,0
2019-01-11 17:10:28,2,83,1,3,1,1,3,1.0,1,1,11,17,0
2019-01-11 17:11:54,0,295,0,1,0,1,5,2.0,1,1,11,17,0
2019-01-11 17:14:34,1,75,1,1,0,1,5,2.0,1,1,11,17,0
2019-01-11 17:19:43,0,116,0,1,0,2,5,2.0,1,1,11,17,0
2019-01-11 17:22:33,1,177,0,2,0,1,1,0.5,1,1,11,17,0
2019-01-11 17:22:55,1,177,1,3,0,1,3,1.0,2,1,11,17,0
2019-01-11 17:33:41,2,286,0,1,0,1,5,2.0,1,1,11,17,0
2019-01-11 17:34:25,2,286,0,3,0,1,3,1.0,2,1,11,17,0
2019-01-11 17:34:29,2,286,0,3,0,1,3,1.0,3,1,11,17,0
2019-01-11 17:34:35,2,286,0,3,0,1,3,1.0,4,1,11,17,0
2019-01-11 17:38:11,1,274,1,3,0,1,3,1.0,1,1,11,17,0
2019-01-11 17:43:57,2,206,0,2,0,1,1,0.5,1,1,11,17,0
2019-01-11 17:45:26,1,105,1,1,0,1,5,2.0,1,1,11,17,0
2019-01-11 17:46:37,2,198,0,2,0,1,1,0.5,1,1,11,17,0
2019-01-11 17:49:35,1,173,0,1,0,2,5,2.0,1,1,11,17,0
2019-01-11 17:49:43,1,173,0,3,0,2,3,1.0,2,1,11,17,0
2019-01-11 17:50:10,1,173,1,1,0,2,5,2.0,3,1,11,17,0
2019-01-11 17:53:14,1,204,0,3,0,2,3,1.0,1,1,11,17,0
2019-01-11 17:58:05,1,198,1,3,0,1,3,1.0,1,1,11,17,0
2019-01-11 18:05:53,1,344,1,0,0,2,10,5.0,1,1,11,18,0
2019-01-11 18:06:57,1,392,0,3,0,1,3,1.0,1,1,11,18,0
2019-01-11 18:07:36,1,392,0,3,0,1,3,1.0,2,1,11,18,0
2019-01-11 18:08:28,1,392,0,3,0,1,3,1.0,3,1,11,18,0
2019-01-11 18:08:31,1,392,0,3,0,1,3,1.0,4,1,11,18,0
2019-01-11 18:19:15,2,307,0,3,0,1,3,1.0,1,1,11,18,0
2019-01-11 18:20:13,2,307,0,3,0,1,3,1.0,2,1,11,18,0
2019-01-11 18:20:27,2,307,0,1,0,1,5,2.0,3,1,11,18,0
2019-01-11 18:21:55,1,321,0,3,1,0,3,1.0,1,1,11,18,0
2019-01-11 18:22:04,1,321,0,3,1,0,3,1.0,2,1,11,18,0
2019-01-11 18:22:38,1,321,0,2,1,0,1,0.5,3,1,11,18,0
2019-01-11 18:24:16,0,92,0,1,0,2,5,2.0,1,1,11,18,0
2019-01-11 18:25:35,2,81,0,2,0,1,1,0.5,1,1,11,18,0
2019-01-11 18:25:51,2,81,1,0,0,1,10,5.0,2,1,11,18,0
2019-01-11 18:27:06,2,131,0,3,0,0,3,1.0,1,1,11,18,0
2019-01-11 18:27:52,2,131,1,3,0,0,3,1.0,2,1,11,18,0
2019-01-11 18:36:41,1,159,0,2,0,0,1,0.5,1,1,11,18,0
2019-01-11 18:44:02,1,200,0,1,0,1,5,2.0,1,1,11,18,0
2019-01-11 18:44:34,1,200,0,3,0,1,3,1.0,2,1,11,18,0
2019-01-11 18:45:17,1,200,0,3,0,1,3,1.0,3,1,11,18,0
2019-01-11 18:45:49,1,200,0,3,0,1,3,1.0,4,1,11,18,0
2019-01-11 18:49:22,1,16,1,1,0,1,5,2.0,1,1,11,18,0
2019-01-11 18:52:15,2,170,0,3,1,1,3,1.0,1,1,11,18,0
2019-01-11 18:53:07,2,170,0,1,1,1,5,2.0,2,1,11,18,0
2019-01-11 18:53:24,2,170,1,0,1,1,10,5.0,3,1,11,18,0
2019-01-11 18:58:13,1,199,1,1,0,1,5,2.0,1,1,11,18,0
2019-01-11 19:01:13,1,273,0,3,0,0,3,1.0,1,1,11,19,0
2019-01-11 19:04:17,2,296,0,2,0,0,1,0.5,1,1,11,19,0
2019-01-11 19:08:53,0,61,1,3,0,1,3,1.0,1,1,11,19,0
2019-01-11 19:10:00,1,220,1,3,0,0,3,1.0,1,1,11,19,0
2019-01-11 19:11:53,1,281,0,3,1,2,3,1.0,1,1,11,19,0
2019-01-11 19:12:35,1,281,1,3,1,2,3,1.0,2,1,11,19,0
2019-01-11 19:16:45,2,315,0,2,0,2,1,0.5,1,1,11,19,0
2019-01-11 19:20:26,1,123,0,2,0,1,1,0.5,1,1,11,19,0
2019-01-11 19:21:50,1,262,0,3,0,1,3,1.0,1,1,11,19,0
2019-01-11 19:22:37,1,262,0,3,0,1,3,1.0,2,1,11,19,0
2019-01-11 19:23:20,1,262,0,3,0,1,3,1.0,3,1,11,19,0
2019-01-11 19:24:23,0,336,0,3,0,1,3,1.0,1,1,11,19,0
2019-01-11 19:24:44,0,336,0,1,0,1,5,2.0,2,1,11,19,0
2019-01-11 19:25:37,0,336,0,3,0,1,3,1.0,3,1,11,19,0
2019-01-11 19:25:40,0,336,0,2,0,1,1,0.5,4,1,11,19,0
2019-01-11 19:26:11,0,336,0,3,0,1,3,1.0,5,1,11,19,0
2019-01-11 19:26:52,0,336,0,3,0,1,3,1.0,6,1,11,19,0
2019-01-11 19:27:14,0,336,0,3,0,1,3,1.0,7,1,11,19,0
2019-01-11 19:28:46,0,485,1,3,1,1,3,1.0,1,1,11,19,0
2019-01-11 19:30:00,1,241,0,3,0,2,3,1.0,1,1,11,19,0
2019-01-11 19:35:21,2,157,0,3,1,0,3,1.0,1,1,11,19,0
2019-01-11 19:35:51,2,157,0,3,1,0,3,1.0,2,1,11,19,0
2019-01-11 19:36:20,2,157,1,2,1,0,1,0.5,3,1,11,19,0
2019-01-11 19:38:36,2,221,0,1,0,2,5,2.0,1,1,11,19,0
2019-01-11 19:38:50,2,221,0,1,0,2,5,2.0,2,1,11,19,0
2019-01-11 19:40:11,0,28,0,1,0,2,5,2.0,1,1,11,19,0
2019-01-11 19:41:31,1,172,1,3,0,1,3,1.0,1,1,11,19,0
2019-01-11 19:46:53,1,316,0,3,0,0,3,1.0,1,1,11,19,0
2019-01-11 19:47:30,1,316,0,3,0,0,3,1.0,2,1,11,19,0
2019-01-11 19:47:55,1,316,0,2,0,0,1,0.5,3,1,11,19,0
2019-01-11 19:48:03,1,316,0,3,0,0,3,1.0,4,1,11,19,0
2019-01-11 19:50:11,1,157,0,2,0,1,1,0.5,1,1,11,19,0
2019-01-11 19:51:34,0,153,0,3,0,1,3,1.0,1,1,11,19,0
2019-01-11 19:51:39,0,153,1,3,0,1,3,1.0,2,1,11,19,0
2019-01-11 19:53:30,1,134,0,3,0,1,3,1.0,1,1,11,19,0
2019-01-11 19:53:32,1,134,1,3,0,1,3,1.0,2,1,11,19,0
2019-01-11 19:54:48,2,337,0,2,1,1,1,0.5,1,1,11,19,0
2019-01-11 19:54:54,2,337,0,3,1,1,3,1.0,2,1,11,19,0
2019-01-11 19:54:57,2,337,0,3,1,1,3,1.0,3,1,11,19,0
2019-01-11 19:55:56,2,337,0,3,1,1,3,1.0,4,1,11,19,0
2019-01-11 19:56:41,2,337,0,3,1,1,3,1.0,5,1,11,19,0
2019-01-11 19:58:12,0,182,0,3,0,1,3,1.0,1,1,11,19,0
2019-01-11 20:01:13,1,40,0,3,1,1,3,1.0,1,1,11,20,0
2019-01-11 20:01:16,1,40,0,3,1,1,3,1.0,2,1,11,20,0
2019-01-11 20:01:34,1,40,0,3,1,1,3,1.0,3,1,11,20,0
2019-01-11 20:03:59,1,341,0,3,0,1,3,1.0,1,1,11,20,0
2019-01-11 20:06:40,2,244,0,2,1,1,1,0.5,1,1,11,20,0
2019-01-11 20:08:54,1,358,0,3,0,2,3,1.0,1,1,11,20,0
2019-01-11 20:09:02,1,358,0,3,0,2,3,1.0,2,1,11,20,0
2019-01-11 20:10:53,1,170,0,2,0,1,1,0.5,1,1,11,20,0
2019-01-11 20:11:14,1,170,0,3,0,1,3,1.0,2,1,11,20,0
2019-01-11 20:11:29,1,170,0,1,0,1,5,2.0,3,1,11,20,0
2019-01-11 20:11:32,1,170,0,3,0,1,3,1.0,4,1,11,20,0
2019-01-11 20:14:13,1,72,1,3,0,1,3,1.0,1,1,11,20,0
2019-01-11 20:17:33,1,221,0,3,0,0,3,1.0,1,1,11,20,0
2019-01-11 20:18:42,0,289,0,3,0,1,3,1.0,1,1,11,20,0
2019-01-11 20:19:56,1,328,0,2,0,1,1,0.5,1,1,11,20,0
2019-01-11 20:20:00,1,328,0,2,0,1,1,0.5,2,1,11,20,0
2019-01-11 20:21:43,1,278,0,1,1,0,5,2.0,1,1,11,20,0
2019-01-11 20:21:57,1,278,0,1,1,0,5,2.0,2,1,11,20,0
2019-01-11 20:22:36,1,278,0,3,1,0,3,1.0,3,1,11,20,0
2019-01-11 20:24:56,1,56,0,3,1,2,3,1.0,1,1,11,20,0
2019-01-11 20:25:21,1,56,0,1,1,2,5,2.0,2,1,11,20,0
2019-01-11 20:26:13,1,56,1,2,1,2,1,0.5,3,1,11,20,0
2019-01-11 20:27:24,1,116,0,3,1,1,3,1.0,1,1,11,20,0
2019-01-11 20:27:47,1,116,0,2,1,1,1,0.5,2,1,11,20,0
2019-01-11 20:28:53,2,207,0,3,0,1,3,1.0,1,1,11,20,0
2019-01-11 20:29:28,2,207,1,3,0,1,3,1.0,2,1,11,20,0
2019-01-11 20:30:49,1,299,0,3,0,0,3,1.0,1,1,11,20,0
2019-01-11 20:31:09,1,299,0,3,0,0,3,1.0,2,1,11,20,0
2019-01-11 20:32:08,1,299,0,1,0,0,5,2.0,3,1,11,20,0
2019-01-11 20:34:16,1,248,0,3,0,1,3,1.0,1,1,11,20,0
2019-01-11 20:35:16,1,248,0,0,0,1,10,5.0,2,1,11,20,0
2019-01-11 20:37:20,1,28,0,0,0,2,10,5.0,1,1,11,20,0
2019-01-11 20:38:22,2,157,0,3,0,2,3,1.0,1,1,11,20,0
2019-01-11 20:38:53,2,157,0,2,0,2,1,0.5,2,1,11,20,0
2019-01-11 20:40:28,1,115,0,0,0,0,10,5.0,1,1,11,20,0
2019-01-11 20:45:07,2,386,0,3,0,1,3,1.0,1,1,11,20,0
2019-01-11 20:45:55,2,386,0,1,0,1,5,2.0,2,1,11,20,0
2019-01-11 20:46:15,2,386,0,3,0,1,3,1.0,3,1,11,20,0
2019-01-11 20:47:37,1,189,0,2,0,1,1,0.5,1,1,11,20,0
2019-01-11 20:48:07,1,189,1,3,0,1,3,1.0,2,1,11,20,0
2019-01-11 20:49:25,1,298,0,3,0,1,3,1.0,1,1,11,20,0
2019-01-11 20:49:44,1,298,0,1,0,1,5,2.0,2,1,11,20,0
2019-01-11 20:49:52,1,298,0,3,0,1,3,1.0,3,1,11,20,0
2019-01-11 20:50:38,1,298,0,2,0,1,1,0.5,4,1,11,20,0
2019-01-11 20:51:27,1,298,0,2,0,1,1,0.5,5,1,11,20,0
2019-01-11 20:52:34,2,185,0,1,0,1,5,2.0,1,1,11,20,0
2019-01-11 20:52:42,2,185,0,1,0,1,5,2.0,2,1,11,20,0
2019-01-11 20:53:15,2,185,1,3,0,1,3,1.0,3,1,11,20,0
2019-01-11 20:58:38,1,65,0,3,0,2,3,1.0,1,1,11,20,0
2019-01-11 20:59:31,1,65,0,3,0,2,3,1.0,2,1,11,20,0
2019-01-11 21:04:00,0,262,0,1,0,0,5,2.0,1,1,11,21,0
2019-01-11 21:08:02,1,379,0,3,0,1,3,1.0,1,1,11,21,0
2019-01-11 21:10:30,0,68,0,1,0,1,5,2.0,1,1,11,21,0
2019-01-11 21:11:37,0,32,0,3,0,0,3,1.0,1,1,11,21,0
2019-01-11 21:12:23,0,32,1,3,0,0,3,1.0,2,1,11,21,0
2019-01-11 21:14:17,0,275,0,3,1,1,3,1.0,1,1,11,21,0
2019-01-11 21:15:49,0,342,1,3,0,2,3,1.0,1,1,11,21,0
2019-01-11 21:20:41,0,137,0,2,1,2,1,0.5,1,1,11,21,0
2019-01-11 21:21:48,0,285,1,2,0,2,1,0.5,1,1,11,21,0
2019-01-11 21:22:55,0,237,0,3,0,1,3,1.0,1,1,11,21,0
2019-01-11 21:23:22,0,237,0,3,0,1,3,1.0,2,1,11,21,0
2019-01-11 21:24:43,1,189,0,0,1,1,10,5.0,1,1,11,21,0
2019-01-11 21:27:50,1,230,1,3,0,1,3,1.0,1,1,11,21,0
2019-01-11 21:28:59,0,328,1,1,1,0,5,2.0,1,1,11,21,0
2019-01-11 21:30:08,1,275,0,2,0,0,1,0.5,1,1,11,21,0
2019-01-11 21:30:55,1,275,0,1,0,0,5,2.0,2,1,11,21,0
2019-01-11 21:31:33,1,275,0,3,0,0,3,1.0,3,1,11,21,0
2019-01-11 21:33:04,1,415,0,1,0,2,5,2.0,1,1,11,21,0
2019-01-11 21:34:21,1,150,0,1,0,1,5,2.0,1,1,11,21,0
2019-01-11 21:35:34,1,348,0,3,0,1,3,1.0,1,1,11,21,0
2019-01-11 21:36:24,1,348,0,3,0,1,3,1.0,2,1,11,21,0
2019-01-11 21:36:53,1,348,0,1,0,1,5,2.0,3,1,11,21,0
2019-01-11 21:40:25,1,98,0,1,0,1,5,2.0,1,1,11,21,0
2019-01-11 21:46:51,1,172,0,1,0,1,5,2.0,1,1,11,21,0
2019-01-11 21:47:17,1,172,0,2,0,1,1,0.5,2,1,11,21,0
2019-01-11 21:47:21,1,172,0,3,0,1,3,1.0,3,1,11,21,0
2019-01-11 21:48:20,1,172,0,2,0,1,1,0.5,4,1,11,21,0
2019-01-11 21:53:35,1,323,0,2,0,1,1,0.5,1,1,11,21,0
2019-01-11 21:56:10,2,276,0,2,1,1,1,0.5,1,1,11,21,0
2019-01-11 21:57:36,0,230,0,3,0,1,3,1.0,1,1,11,21,0
2019-01-11 21:57:39,0,230,1,2,0,1,1,0.5,2,1,11,21,0
2019-01-11 22:04:23,2,242,0,3,1,2,3,1.0,1,1,11,22,0
2019-01-11 22:06:56,2,91,0,3,0,2,3,1.0,1,1,11,22,0
2019-01-11 22:07:12,2,91,1,3,0,2,3,1.0,2,1,11,22,0
2019-01-11 22:09:47,1,293,0,1,0,2,5,2.0,1,1,11,22,0
2019-01-11 22:11:24,1,228,0,1,0,2,5,2.0,1,1,11,22,0
2019-01-11 22:11:44,1,228,0,3,0,2,3,1.0,2,1,11,22,0
2019-01-11 22:14:22,1,228,0,3,1,1,3,1.0,3,1,11,22,0
2019-01-11 22:15:11,1,228,0,3,1,1,3,1.0,4,1,11,22,0
2019-01-11 22:16:37,1,160,1,3,0,2,3,1.0,1,1,11,22,0
2019-01-11 22:20:30,0,352,0,3,0,1,3,1.0,1,1,11,22,0
2019-01-11 22:20:41,0,352,0,1,0,1,5,2.0,2,1,11,22,0
2019-01-11 22:21:34,0,352,0,1,0,1,5,2.0,3,1,11,22,0
2019-01-11 22:22:57,1,243,0,3,0,1,3,1.0,1,1,11,22,0
2019-01-11 22:25:24,0,232,0,2,0,0,1,0.5,1,1,11,22,0
2019-01-11 22:26:02,0,232,1,1,0,0,5,2.0,2,1,11,22,0
2019-01-11 22:27:14,1,351,0,1,0,1,5,2.0,1,1,11,22,0
2019-01-11 22:29:43,1,138,1,1,0,0,5,2.0,1,1,11,22,0
2019-01-11 22:30:53,1,169,0,3,0,1,3,1.0,1,1,11,22,0
2019-01-11 22:31:18,1,169,1,0,0,1,10,5.0,2,1,11,22,0
2019-01-11 22:34:26,2,41,0,2,0,2,1,0.5,1,1,11,22,0
2019-01-11 22:34:29,2,41,1,1,0,2,5,2.0,2,1,11,22,0
2019-01-11 22:42:11,1,64,0,3,1,1,3,1.0,1,1,11,22,0
2019-01-11 22:42:20,1,64,1,1,1,1,5,2.0,2,1,11,22,0
2019-01-11 22:45:36,0,254,0,1,0,1,5,2.0,1,1,11,22,0
2019-01-11 22:45:42,0,254,0,2,0,1,1,0.5,2,1,11,22,0
2019-01-11 22:48:58,1,285,0,3,0,1,3,1.0,1,1,11,22,0
2019-01-11 22:51:59,0,172,0,1,0,0,5,2.0,1,1,11,22,0
2019-01-11 22:54:44,0,318,0,0,0,0,10,5.0,1,1,11,22,0
2019-01-11 22:58:18,1,118,0,1,1,1,5,2.0,1,1,11,22,0
2019-01-11 22:58:42,1,118,0,1,1,1,5,2.0,2,1,11,22,0
2019-01-11 23:01:26,1,340,1,3,1,1,3,1.0,1,1,11,23,0
2019-01-11 23:02:47,2,170,0,3,0,2,3,1.0,1,1,11,23,0
2019-01-11 23:02:58,2,170,1,2,0,2,1,0.5,2,1,11,23,0
2019-01-11 23:07:27,1,192,0,2,1,2,1,0.5,1,1,11,23,0
2019-01-11 23:08:28,0,227,1,1,0,1,5,2.0,1,1,11,23,0
2019-01-11 23:09:30,1,123,1,2,1,1,1,0.5,1,1,11,23,0
2019-01-11 23:11:00,1,212,0,1,1,1,5,2.0,1,1,11,23,0
2019-01-11 23:11:31,1,212,0,3,1,1,3,1.0,2,1,11,23,0
2019-01-11 23:12:32,1,356,0,2,0,2,1,0.5,1,1,11,23,0
2019-01-11 23:12:54,1,356,1,2,0,2,1,0.5,2,1,11,23,0
2019-01-11 23:14:12,1,303,0,3,0,2,3,1.0,1,1,11,23,0
2019-01-11 23:14:55,1,303,0,2,0,2,1,0.5,2,1,11,23,0
2019-01-11 23:16:25,0,252,0,1,0,2,5,2.0,1,1,11,23,0
2019-01-11 23:20:20,2,64,0,2,0,1,1,0.5,1,1,11,23,0
2019-01-11 23:21:35,1,250,0,3,0,1,3,1.0,1,1,11,23,0
2019-01-11 23:26:20,1,217,0,1,0,2,5,2.0,1,1,11,23,0
2019-01-11 23:27:18,1,217,1,1,0,2,5,2.0,2,1,11,23,0
2019-01-11 23:31:00,1,268,0,2,1,1,1,0.5,1,1,11,23,0
2019-01-11 23:34:37,2,221,1,3,1,1,3,1.0,1,1,11,23,0
2019-01-11 23:35:55,2,130,0,3,0,0,3,1.0,1,1,11,23,0
2019-01-11 23:37:09,1,288,0,3,0,1,3,1.0,1,1,11,23,0
2019-01-11 23:37:27,1,288,0,3,0,1,3,1.0,2,1,11,23,0
2019-01-11 23:39:30,2,27,0,3,0,0,3,1.0,1,1,11,23,0
2019-01-11 23:39:34,2,27,0,3,0,0,3,1.0,2,1,11,23,0
2019-01-11 23:40:10,2,27,0,1,0,0,5,2.0,3,1,11,23,0
2019-01-11 23:40:54,2,27,0,3,0,0,3,1.0,4,1,11,23,0
2019-01-11 23:43:17,0,345,0,2,0,1,1,0.5,1,1,11,23,0
2019-01-11 23:43:28,0,345,0,3,0,1,3,1.0,2,1,11,23,0
2019-01-11 23:46:09,2,337,1,0,1,1,10,5.0,1,1,11,23,0
2019-01-11 23:48:47,2,221,0,3,0,2,3,1.0,1,1,11,23,0
2019-01-11 23:49:05,2,221,0,3,0,2,3,1.0,2,1,11,23,0
2019-01-11 23:50:18,1,41,0,2,0,1,1,0.5,1,1,11,23,0
2019-01-11 23:50:58,1,41,0,3,0,1,3,1.0,2,1,11,23,0
2019-01-11 23:51:33,1,41,1,2,0,1,1,0.5,3,1,11,23,0
2019-01-11 23:53:46,1,130,1,3,0,0,3,1.0,1,1,11,23,0
2019-01-11 23:55:37,1,299,0,3,1,1,3,1.0,1,1,11,23,0
2019-01-11 23:55:58,1,299,0,3,1,1,3,1.0,2,1,11,23,0
2019-01-11 23:56:05,1,299,0,3,1,1,3,1.0,3,1,11,23,0
2019-01-11 23:56:14,1,299,1,1,1,1,5,2.0,4,1,11,23,0
2019-01-11 23:58:31,1,358,0,1,0,1,5,2.0,1,1,11,23,0
2019-01-12 00:01:44,1,219,0,2,0,1,1,0.5,1,1,12,0,2
2019-01-12 00:05:14,1,234,0,3,1,1,3,1.0,1,1,12,0,2
2019-01-12 00:05:19,1,234,0,3,1,1,3,1.0,2,1,12,0,2
2019-01-12 00:07:54,1,199,0,2,1,1,1,0.5,1,1,12,0,2
2019-01-12 00:08:41,1,199,0,3,1,1,3,1.0,2,1,12,0,2
2019-01-12 00:08:43,1,199,0,1,1,1,5,2.0,3,1,12,0,2
2019-01-12 00:08:46,1,199,1,3,1,1,3,1.0,4,1,12,0,2
2019-01-12 00:11:20,0,417,0,3,0,1,3,1.0,1,1,12,0,2
2019-01-12 00:12:22,1,280,0,3,0,1,3,1.0,1,1,12,0,2
2019-01-12 00:12:32,1,280,0,2,0,1,1,0.5,2,1,12,0,2
2019-01-12 00:13:58,2,134,0,1,0,2,5,2.0,1,1,12,0,2
2019-01-12 00:18:00,0,268,1,2,0,2,1,0.5,1,1,12,0,2
2019-01-12 00:23:53,0,200,0,3,0,1,3,1.0,1,1,12,0,2
2019-01-12 00:23:57,0,200,0,3,0,1,3,1.0,2,1,12,0,2
2019-01-12 00:24:05,0,200,1,3,0,1,3,1.0,3,1,12,0,2
2019-01-12 00:25:34,2,290,0,2,0,1,1,0.5,1,1,12,0,2
2019-01-12 00:29:09,2,241,0,1,1,1,5,2.0,1,1,12,0,2
2019-01-12 00:29:13,2,241,0,3,1,1,3,1.0,2,1,12,0,2
2019-01-12 00:30:23,2,202,0,3,0,1,3,1.0,1,1,12,0,2
2019-01-12 00:35:41,0,188,0,3,0,1,3,1.0,1,1,12,0,2
2019-01-12 00:35:47,0,188,0,3,0,1,3,1.0,2,1,12,0,2
2019-01-12 00:35:56,0,188,0,3,0,1,3,1.0,3,1,12,0,2
2019-01-12 00:36:01,0,188,0,1,0,1,5,2.0,4,1,12,0,2
2019-01-12 00:37:21,1,344,0,1,0,2,5,2.0,1,1,12,0,2
2019-01-12 00:42:59,0,193,0,3,1,1,3,1.0,1,1,12,0,2
2019-01-12 00:43:31,0,193,0,1,1,1,5,2.0,2,1,12,0,2
2019-01-12 00:47:10,1,121,0,3,0,2,3,1.0,1,1,12,0,2
2019-01-12 00:49:28,2,216,0,2,0,1,1,0.5,1,1,12,0,2
2019-01-12 00:51:11,2,249,0,3,1,1,3,1.0,1,1,12,0,2
2019-01-12 00:51:52,2,249,1,1,1,1,5,2.0,2,1,12,0,2
2019-01-12 00:55:04,1,406,0,2,0,1,1,0.5,1,1,12,0,2
2019-01-12 00:55:14,1,406,0,3,0,1,3,1.0,2,1,12,0,2
2019-01-12 00:56:43,1,569,0,1,1,1,5,2.0,1,1,12,0,2
2019-01-12 01:00:20,1,219,0,3,0,1,3,1.0,1,1,12,1,2
2019-01-12 01:02:48,2,216,0,0,0,1,10,5.0,1,1,12,1,2
2019-01-12 01:03:51,0,72,0,2,1,1,1,0.5,1,1,12,1,2
2019-01-12 01:08:05,1,169,0,3,0,1,3,1.0,1,1,12,1,2
2019-01-12 01:08:19,1,169,1,3,0,1,3,1.0,2,1,12,1,2
2019-01-12 01:09:35,1,119,0,3,1,1,3,1.0,1,1,12,1,2
2019-01-12 01:09:43,1,119,1,3,1,1,3,1.0,2,1,12,1,2
2019-01-12 01:13:41,0,145,0,3,0,1,3,1.0,1,1,12,1,2
2019-01-12 01:14:34,0,145,0,3,0,1,3,1.0,2,1,12,1,2
2019-01-12 01:14:50,0,145,1,1,0,1,5,2.0,3,1,12,1,2
2019-01-12 01:15:56,1,57,0,3,0,1,3,1.0,1,1,12,1,2
2019-01-12 01:16:16,1,57,0,3,0,1,3,1.0,2,1,12,1,2
2019-01-12 01:22:04,1,338,0,1,1,2,5,2.0,1,1,12,1,2
2019-01-12 01:25:00,0,181,0,3,0,1,3,1.0,1,1,12,1,2
2019-01-12 01:25:49,0,181,1,3,0,1,3,1.0,2,1,12,1,2
2019-01-12 01:29:45,1,190,0,3,1,1,3,1.0,1,1,12,1,2
2019-01-12 01:29:47,1,190,1,3,1,1,3,1.0,2,1,12,1,2
2019-01-12 01:33:06,1,322,0,1,1,2,5,2.0,1,1,12,1,2
2019-01-12 01:37:30,1,173,0,1,0,1,5,2.0,1,1,12,1,2
2019-01-12 01:39:04,2,205,0,3,0,2,3,1.0,1,1,12,1,2
2019-01-12 01:39:38,2,205,0,3,0,2,3,1.0,2,1,12,1,2
2019-01-12 01:43:09,1,343,0,1,0,2,5,2.0,1,1,12,1,2
2019-01-12 01:45:57,0,286,0,3,0,2,3,1.0,1,1,12,1,2
2019-01-12 01:46:27,0,286,0,3,0,2,3,1.0,2,1,12,1,2
2019-01-12 01:46:57,0,286,0,3,0,2,3,1.0,3,1,12,1,2
2019-01-12 01:47:14,0,286,0,3,0,2,3,1.0,4,1,12,1,2
2019-01-12 01:47:41,0,286,0,3,0,2,3,1.0,5,1,12,1,2
2019-01-12 01:49:47,1,138,0,0,0,2,10,5.0,1,1,12,1,2
2019-01-12 01:49:57,1,138,0,2,0,2,1,0.5,2,1,12,1,2
2019-01-12 01:50:50,1,138,1,3,0,2,3,1.0,3,1,12,1,2
2019-01-12 01:54:38,1,162,0,0,0,1,10,5.0,1,1,12,1,2
2019-01-12 01:55:59,2,171,0,2,0,0,1,0.5,1,1,12,1,2
2019-01-12 01:57:34,1,217,0,2,1,1,1,0.5,1,1,12,1,2
2019-01-12 02:06:22,2,146,0,0,0,2,10,5.0,1,1,12,2,2
2019-01-12 02:06:58,2,146,0,2,0,2,1,0.5,2,1,12,2,2
2019-01-12 02:08:14,2,147,0,3,0,1,3,1.0,1,1,12,2,2
2019-01-12 02:09:42,1,276,0,3,0,2,3,1.0,1,1,12,2,2
2019-01-12 02:12:06,0,70,0,2,0,1,1,0.5,1,1,12,2,2
2019-01-12 02:14:13,1,78,0,2,1,1,1,0.5,1,1,12,2,2
2019-01-12 02:14:34,1,78,1,3,1,1,3,1.0,2,1,12,2,2
2019-01-12 02:18:43,1,218,0,2,0,1,1,0.5,1,1,12,2,2
2019-01-12 02:19:50,2,138,0,1,0,2,5,2.0,1,1,12,2,2
