tmsp,amount,success,3D_secured,success_txnFee,failure_txnFee,noOfAttempts,Month,Day,Hour,country_Germany,country_Switzerland,PSP_Moneycard,PSP_Simplecard,PSP_UK_Card,card_Master,card_Visa,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday
2019-01-15 22:13:53,305,0,0,3,1.0,2,1,15,22,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 22:14:03,305,0,0,3,1.0,3,1,15,22,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 22:14:12,305,0,0,5,2.0,4,1,15,22,1,0,1,0,0,0,0,0,0,0,0,1,0
2019-01-15 22:14:28,305,0,0,3,1.0,5,1,15,22,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 22:15:09,305,0,0,3,1.0,6,1,15,22,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 22:15:26,305,1,0,3,1.0,7,1,15,22,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 22:17:04,177,1,0,3,1.0,1,1,15,22,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-15 22:19:32,128,0,0,1,0.5,1,1,15,22,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-15 22:21:53,85,0,0,5,2.0,1,1,15,22,0,1,1,0,0,1,0,0,0,0,0,1,0
2019-01-15 22:23:37,62,1,0,3,1.0,1,1,15,22,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-15 22:25:05,264,0,0,5,2.0,1,1,15,22,0,1,1,0,0,0,1,0,0,0,0,1,0
2019-01-15 22:25:13,264,0,0,10,5.0,2,1,15,22,0,1,0,0,0,0,1,0,0,0,0,1,0
2019-01-15 22:27:03,171,0,0,1,0.5,1,1,15,22,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-15 22:28:50,331,1,0,5,2.0,1,1,15,22,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-15 22:32:40,57,1,0,1,0.5,1,1,15,22,0,1,0,1,0,0,1,0,0,0,0,1,0
2019-01-15 22:38:53,245,0,0,3,1.0,1,1,15,22,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 22:39:56,128,0,1,3,1.0,1,1,15,22,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 22:40:08,128,0,1,3,1.0,2,1,15,22,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 22:41:26,255,0,0,3,1.0,1,1,15,22,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 22:44:38,182,1,0,3,1.0,1,1,15,22,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 22:51:39,280,0,0,3,1.0,1,1,15,22,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 22:53:34,472,0,1,3,1.0,1,1,15,22,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-15 22:53:36,472,0,1,5,2.0,2,1,15,22,1,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-15 22:54:40,344,0,0,1,0.5,1,1,15,22,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-15 22:58:14,22,0,0,1,0.5,1,1,15,22,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-15 23:01:26,174,0,0,1,0.5,1,1,15,23,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-15 23:02:08,174,0,0,3,1.0,2,1,15,23,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:06:06,344,0,0,3,1.0,1,1,15,23,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:07:43,320,0,0,5,2.0,1,1,15,23,1,0,1,0,0,0,0,0,0,0,0,1,0
2019-01-15 23:08:37,320,0,0,3,1.0,2,1,15,23,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 23:09:09,320,0,0,1,0.5,3,1,15,23,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-15 23:09:53,320,0,0,3,1.0,4,1,15,23,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 23:11:23,167,0,1,1,0.5,1,1,15,23,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-15 23:11:54,167,0,1,10,5.0,2,1,15,23,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-15 23:13:07,301,0,1,1,0.5,1,1,15,23,0,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-15 23:14:14,317,0,1,3,1.0,1,1,15,23,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:14:29,317,0,1,10,5.0,2,1,15,23,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-15 23:15:12,317,1,1,1,0.5,3,1,15,23,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-15 23:18:09,92,1,0,5,2.0,1,1,15,23,1,0,1,0,0,0,0,0,0,0,0,1,0
2019-01-15 23:19:10,187,0,0,3,1.0,1,1,15,23,0,1,0,0,1,0,1,0,0,0,0,1,0
2019-01-15 23:19:41,187,0,0,3,1.0,2,1,15,23,0,1,0,0,1,0,1,0,0,0,0,1,0
2019-01-15 23:19:53,187,1,0,3,1.0,3,1,15,23,0,1,0,0,1,0,1,0,0,0,0,1,0
2019-01-15 23:21:18,258,0,0,10,5.0,1,1,15,23,1,0,0,0,0,0,1,0,0,0,0,1,0
2019-01-15 23:24:59,301,0,0,3,1.0,1,1,15,23,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:25:12,301,0,0,5,2.0,2,1,15,23,0,1,1,0,0,1,0,0,0,0,0,1,0
2019-01-15 23:28:08,396,0,1,3,1.0,1,1,15,23,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:28:13,396,1,1,5,2.0,2,1,15,23,0,1,1,0,0,1,0,0,0,0,0,1,0
2019-01-15 23:29:49,176,0,0,3,1.0,1,1,15,23,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-15 23:30:03,176,1,0,3,1.0,2,1,15,23,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-15 23:31:06,205,1,0,3,1.0,1,1,15,23,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:32:36,128,0,0,5,2.0,1,1,15,23,1,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-15 23:35:42,247,0,1,1,0.5,1,1,15,23,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-15 23:38:20,160,0,1,1,0.5,1,1,15,23,0,1,0,1,0,0,0,0,0,0,0,1,0
2019-01-15 23:38:44,160,0,1,1,0.5,2,1,15,23,0,1,0,1,0,0,0,0,0,0,0,1,0
2019-01-15 23:38:53,160,0,1,5,2.0,3,1,15,23,0,1,1,0,0,0,0,0,0,0,0,1,0
2019-01-15 23:39:41,160,1,1,3,1.0,4,1,15,23,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 23:42:18,126,0,0,3,1.0,1,1,15,23,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:42:58,126,1,0,3,1.0,2,1,15,23,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:46:04,111,0,0,1,0.5,1,1,15,23,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-15 23:46:12,111,0,0,1,0.5,2,1,15,23,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-15 23:52:24,185,1,0,3,1.0,1,1,15,23,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-15 23:54:07,132,0,0,3,1.0,1,1,15,23,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-15 23:54:53,132,0,0,1,0.5,2,1,15,23,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-15 23:58:49,91,1,0,3,1.0,1,1,15,23,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-16 00:02:00,274,1,0,5,2.0,1,1,16,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 00:06:27,193,1,0,3,1.0,1,1,16,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 00:07:57,147,0,0,5,2.0,1,1,16,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 00:08:35,147,1,0,3,1.0,2,1,16,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 00:11:10,253,1,1,3,1.0,1,1,16,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 00:14:20,252,0,0,3,1.0,1,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 00:14:54,252,0,0,3,1.0,2,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 00:15:14,252,0,0,1,0.5,3,1,16,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2019-01-16 00:15:20,252,0,0,5,2.0,4,1,16,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2019-01-16 00:17:28,272,0,0,3,1.0,1,1,16,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 00:17:47,272,0,0,5,2.0,2,1,16,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 00:19:59,270,0,1,1,0.5,1,1,16,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 00:20:35,270,0,1,3,1.0,2,1,16,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 00:25:06,319,0,0,1,0.5,1,1,16,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 00:25:13,319,0,0,10,5.0,2,1,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-16 00:27:49,311,1,0,10,5.0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-01-16 00:31:08,124,0,0,1,0.5,1,1,16,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 00:31:58,124,0,0,1,0.5,2,1,16,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 00:36:01,88,0,1,1,0.5,1,1,16,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 00:37:04,222,0,1,5,2.0,1,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2019-01-16 00:37:28,222,0,1,3,1.0,2,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 00:38:40,168,0,1,1,0.5,1,1,16,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2019-01-16 00:43:37,219,0,0,3,1.0,1,1,16,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 00:45:31,36,1,1,3,1.0,1,1,16,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 00:45:31,36,0,1,3,1.0,2,1,16,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 00:51:56,65,0,0,1,0.5,1,1,16,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 00:54:22,37,0,1,1,0.5,1,1,16,0,0,1,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 00:54:33,37,0,1,3,1.0,2,1,16,0,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:03:15,211,0,1,3,1.0,1,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:03:26,211,0,1,3,1.0,2,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:05:39,286,0,0,1,0.5,1,1,16,1,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 01:09:02,187,0,0,1,0.5,1,1,16,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2019-01-16 01:09:06,187,0,0,5,2.0,2,1,16,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2019-01-16 01:09:24,187,1,0,3,1.0,3,1,16,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 01:11:32,204,0,0,3,1.0,1,1,16,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 01:12:02,204,0,0,3,1.0,2,1,16,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 01:12:30,204,0,0,3,1.0,3,1,16,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 01:12:41,204,0,0,3,1.0,4,1,16,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 01:13:08,204,0,0,3,1.0,5,1,16,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 01:13:37,204,0,0,3,1.0,6,1,16,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 01:15:55,261,0,0,10,5.0,1,1,16,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-16 01:16:29,261,1,0,5,2.0,2,1,16,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 01:17:56,197,0,0,3,1.0,1,1,16,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 01:22:18,70,1,1,10,5.0,1,1,16,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-16 01:23:22,220,1,0,1,0.5,1,1,16,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2019-01-16 01:24:45,108,0,0,3,1.0,1,1,16,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:25:59,346,0,0,10,5.0,1,1,16,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-16 01:26:08,346,0,0,5,2.0,2,1,16,1,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 01:26:21,346,0,0,5,2.0,3,1,16,1,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 01:26:33,346,0,0,3,1.0,4,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:34:28,201,0,0,3,1.0,1,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:35:02,201,0,0,3,1.0,2,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:35:36,201,0,0,3,1.0,3,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:37:34,24,0,1,5,2.0,1,1,16,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2019-01-16 01:44:12,251,0,0,1,0.5,1,1,16,1,1,0,0,1,0,0,1,0,0,0,0,0,1
2019-01-16 01:48:52,184,0,1,3,1.0,1,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:49:52,184,1,1,3,1.0,2,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:54:28,326,1,0,3,1.0,1,1,16,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 01:57:02,343,0,1,5,2.0,1,1,16,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 01:58:16,130,0,0,3,1.0,1,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:58:24,130,0,0,10,5.0,2,1,16,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-16 01:58:24,130,0,0,3,1.0,3,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 01:59:16,130,1,0,3,1.0,4,1,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 02:00:20,49,1,1,10,5.0,1,1,16,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-01-16 02:03:41,288,0,0,3,1.0,1,1,16,2,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:03:57,288,0,0,1,0.5,2,1,16,2,1,0,0,1,0,0,1,0,0,0,0,0,1
2019-01-16 02:04:49,288,0,0,3,1.0,3,1,16,2,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:06:08,190,0,1,5,2.0,1,1,16,2,0,1,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 02:07:16,342,0,0,3,1.0,1,1,16,2,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 02:08:40,422,1,1,3,1.0,1,1,16,2,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 02:11:54,44,0,0,3,1.0,1,1,16,2,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 02:16:17,227,0,0,3,1.0,1,1,16,2,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 02:17:35,138,0,0,3,1.0,1,1,16,2,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:17:37,138,0,0,3,1.0,2,1,16,2,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:22:14,305,1,1,1,0.5,1,1,16,2,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 02:23:46,125,0,0,1,0.5,1,1,16,2,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 02:28:42,307,1,1,10,5.0,1,1,16,2,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-16 02:32:05,264,0,0,1,0.5,1,1,16,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2019-01-16 02:32:21,264,1,0,1,0.5,2,1,16,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2019-01-16 02:34:37,208,0,0,3,1.0,1,1,16,2,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:35:30,208,0,0,3,1.0,2,1,16,2,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:38:26,203,0,1,3,1.0,1,1,16,2,0,1,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 02:38:59,203,0,1,3,1.0,2,1,16,2,0,1,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 02:40:03,342,0,0,10,5.0,1,1,16,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2019-01-16 02:42:29,115,0,0,3,1.0,1,1,16,2,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 02:42:52,115,1,0,3,1.0,2,1,16,2,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 02:46:19,72,0,0,1,0.5,1,1,16,2,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 02:49:25,234,0,0,1,0.5,1,1,16,2,1,0,0,1,0,0,1,0,0,0,0,0,1
2019-01-16 02:50:03,234,0,0,3,1.0,2,1,16,2,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:51:02,234,0,0,5,2.0,3,1,16,2,1,0,1,0,0,0,1,0,0,0,0,0,1
2019-01-16 02:51:24,234,0,0,3,1.0,4,1,16,2,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:51:54,234,0,0,3,1.0,5,1,16,2,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 02:52:14,234,1,0,1,0.5,6,1,16,2,1,0,0,1,0,0,1,0,0,0,0,0,1
2019-01-16 02:53:41,185,0,1,3,1.0,1,1,16,2,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 02:56:27,285,0,0,3,1.0,1,1,16,2,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 02:57:32,419,0,1,3,1.0,1,1,16,2,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 02:57:43,419,0,1,5,2.0,2,1,16,2,1,0,1,0,0,0,0,0,0,0,0,0,1
2019-01-16 03:00:52,150,1,0,3,1.0,1,1,16,3,0,1,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 03:02:48,71,0,1,3,1.0,1,1,16,3,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:03:03,71,0,1,1,0.5,2,1,16,3,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 03:08:29,337,0,0,3,1.0,1,1,16,3,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:10:29,137,0,1,1,0.5,1,1,16,3,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 03:12:42,90,0,1,3,1.0,1,1,16,3,0,1,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 03:13:33,90,1,1,3,1.0,2,1,16,3,0,1,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 03:16:00,229,0,0,1,0.5,1,1,16,3,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 03:19:31,257,0,0,1,0.5,1,1,16,3,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 03:22:40,125,1,0,3,1.0,1,1,16,3,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:25:06,279,0,1,1,0.5,1,1,16,3,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 03:25:40,279,0,1,3,1.0,2,1,16,3,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:32:36,224,0,0,3,1.0,1,1,16,3,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:33:15,224,0,0,5,2.0,2,1,16,3,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 03:33:43,224,0,0,3,1.0,3,1,16,3,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:38:49,337,0,0,3,1.0,1,1,16,3,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:38:50,337,0,0,3,1.0,2,1,16,3,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:39:11,337,0,0,3,1.0,3,1,16,3,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:40:07,337,0,0,1,0.5,4,1,16,3,0,1,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 03:40:18,337,1,0,5,2.0,5,1,16,3,0,1,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 03:47:20,289,0,0,10,5.0,1,1,16,3,1,0,0,0,0,0,1,0,0,0,0,0,1
2019-01-16 03:47:36,289,1,0,3,1.0,2,1,16,3,1,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 03:50:07,234,0,0,3,1.0,1,1,16,3,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 03:50:23,234,0,0,1,0.5,2,1,16,3,1,0,0,1,0,0,0,0,0,0,0,0,1
2019-01-16 03:51:43,125,1,0,3,1.0,1,1,16,3,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 03:55:32,106,0,0,3,1.0,1,1,16,3,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 03:55:48,106,0,0,10,5.0,2,1,16,3,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-01-16 03:56:32,106,0,0,1,0.5,3,1,16,3,1,0,0,1,0,0,0,0,0,0,0,0,1
2019-01-16 04:00:09,180,0,0,5,2.0,1,1,16,4,1,0,1,0,0,0,0,0,0,0,0,0,1
2019-01-16 04:01:12,25,1,0,5,2.0,1,1,16,4,1,0,1,0,0,0,0,0,0,0,0,0,1
2019-01-16 04:03:57,203,0,0,1,0.5,1,1,16,4,0,1,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 04:08:29,190,0,0,3,1.0,1,1,16,4,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:09:53,283,0,0,3,1.0,1,1,16,4,0,1,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 04:11:28,232,0,0,5,2.0,1,1,16,4,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 04:13:00,202,0,0,10,5.0,1,1,16,4,0,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-16 04:13:20,202,0,0,3,1.0,2,1,16,4,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:13:46,202,0,0,3,1.0,3,1,16,4,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:20:16,115,0,0,3,1.0,1,1,16,4,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:20:22,115,0,0,3,1.0,2,1,16,4,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:21:16,115,0,0,5,2.0,3,1,16,4,0,1,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 04:21:52,115,0,0,3,1.0,4,1,16,4,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:22:44,115,0,0,3,1.0,5,1,16,4,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:26:27,313,0,0,5,2.0,1,1,16,4,0,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 04:27:24,313,0,0,5,2.0,2,1,16,4,0,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 04:27:28,313,0,0,3,1.0,3,1,16,4,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:29:19,179,0,1,3,1.0,1,1,16,4,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:31:22,273,0,0,3,1.0,1,1,16,4,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:31:26,273,0,0,5,2.0,2,1,16,4,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 04:35:13,185,0,1,3,1.0,1,1,16,4,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:35:42,185,1,1,3,1.0,2,1,16,4,0,1,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:37:42,208,0,1,5,2.0,1,1,16,4,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 04:40:33,108,0,0,1,0.5,1,1,16,4,0,1,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 04:43:56,295,0,0,3,1.0,1,1,16,4,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:44:12,295,0,0,1,0.5,2,1,16,4,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 04:45:09,295,0,0,5,2.0,3,1,16,4,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 04:46:02,295,0,0,1,0.5,4,1,16,4,1,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 04:53:23,301,0,0,1,0.5,1,1,16,4,0,1,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 04:58:07,194,0,0,3,1.0,1,1,16,4,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 04:58:42,194,1,0,3,1.0,2,1,16,4,1,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 05:06:38,122,1,1,5,2.0,1,1,16,5,1,0,1,0,0,1,0,0,0,0,0,0,1
2019-01-16 05:07:51,399,0,0,3,1.0,1,1,16,5,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 05:08:12,399,0,0,3,1.0,2,1,16,5,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 05:08:18,399,1,0,3,1.0,3,1,16,5,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-16 05:09:26,253,0,1,3,1.0,1,1,16,5,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-16 05:09:56,253,0,1,1,0.5,2,1,16,5,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 05:10:27,253,0,1,1,0.5,3,1,16,5,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-16 05:13:44,119,0,0,3,1.0,1,1,16,5,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 05:13:58,119,1,0,10,5.0,2,1,16,5,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-01-16 05:16:12,176,0,0,1,0.5,1,1,16,5,1,0,0,1,0,0,1,0,0,0,0,0,1
2019-01-16 05:20:17,359,1,0,1,0.5,1,1,16,5,1,0,0,1,0,0,1,0,0,0,0,0,1
2019-01-16 05:22:56,197,1,0,3,1.0,1,1,16,5,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-01-16 05:25:36,95,0,0,1,0.5,1,1,16,5,1,0,0,1,0,0,1,0,0,0,0,0,1
2019-01-16 05:25:48,95,1,0,3,1.0,2,1,16,5,1,0,0,0,1,0,1,0,0,0,0,0,1
